"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"3445","Cutoff Rank","KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi | Computer Science & Engineering","E016-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 28951","2025"
"3446","Cutoff Rank","KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi | Computer Science & Engineering","E016-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 25837","2025"
"3447","Cutoff Rank","Ballari Institute of Technology And Management-Near Allipura, Ballari | Computer Science & Engineering","E017-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74205","2025"
"3448","Cutoff Rank","Ballari Institute of Technology And Management-Near Allipura, Ballari | Computer Science & Engineering","E017-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 99594","2025"
"3449","Cutoff Rank","Bangalore College of Engineering and Technology- Chandapura, Bengaluru | Computer Science & Engineering","E018-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 100408","2025"
"3450","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering","E019-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 10896","2025"
"3451","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering","E019-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 19966","2025"
"3452","Cutoff Rank","Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru | Computer Science & Engineering","E020-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74759","2025"
"3453","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Computer Science & Engineering","E021-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 76181","2025"
"3454","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Computer Science & Engineering","E021-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 88677","2025"
"3455","Cutoff Rank","Basaveshwar Engineering College-Vidya Nagar, Bagalkote | Computer Science & Engineering","E024-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 97717","2025"
"3456","Cutoff Rank","Basaveshwar Engineering College-Vidya Nagar, Bagalkote | Computer Science & Engineering","E024-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91015","2025"
"3457","Cutoff Rank","BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E026-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 101035","2025"
"3458","Cutoff Rank","BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura | Computer Science & Engineering","E026-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 93560","2025"
"3459","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Chemical Engineering","E027-CH","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 58288","2025"
"3460","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering","E027-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 3716","2025"
"3461","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Chemical Engineering","E027-CH","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86120","2025"
"3462","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering","E027-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 6652","2025"
"3463","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Engineering","E028-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 12938","2025"
"3464","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Engineering","E028-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 26964","2025"
"3465","Cutoff Rank","Brindavan College of Engineering-Yelahanka, Bengaluru | Computer Science & Engineering","E030-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91793","2025"
"3466","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E032-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 24260","2025"
"3467","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering","E032-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 22032","2025"
"3468","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E032-CI","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49792","2025"
"3469","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering","E032-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 38556","2025"
"3470","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering","E033-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 81358","2025"
"3471","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering","E033-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91612","2025"
"3472","Cutoff Rank","Channabasaveshwara Institute of Technology- Gubbi, Tumakuru | Computer Science & Engineering","E035-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 101925","2025"
"3473","Cutoff Rank","City Engineering College-Doddakalasandra, Bengaluru | Computer Science & Engineering","E037-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 76223","2025"
"3474","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Design","E039-CG","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86484","2025"
"3475","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering","E039-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 47289","2025"
"3476","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Design","E039-CG","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 58404","2025"
"3477","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering","E039-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 46617","2025"
"3478","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Design","E040-CG","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 9492","2025"
"3479","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering","E040-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 5873","2025"
"3480","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Design","E040-CG","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 22498","2025"
"3481","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering","E040-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 11753","2025"
"3482","Cutoff Rank","DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E041-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94009","2025"
"3483","Cutoff Rank","DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru | Computer Science & Engineering","E041-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98982","2025"
"3484","Cutoff Rank","DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru | Computer Science & Engineering","E041-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 62015","2025"
"3485","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Engineering","E042-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 57489","2025"
"3486","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Engineering","E042-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49404","2025"
"3487","Cutoff Rank","Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology-Moodbidri, Mangaluru | Computer Science & Engineering","E043-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 80612","2025"
"3488","Cutoff Rank","Dr H N National College Of Engineering-Jayanagar, Bengaluru | Computer Science & Engineering","E045-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 76881","2025"
"3489","Cutoff Rank","East Point College of Engineering and Technology- Avalahalli, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E046-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 47791","2025"
"3490","Cutoff Rank","East Point College of Engineering and Technology- Avalahalli, Bengaluru | Computer Science & Engineering","E046-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 100510","2025"
"3491","Cutoff Rank","East Point College of Engineering and Technology- Avalahalli, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E046-CI","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 65871","2025"
"3492","Cutoff Rank","East Point College of Engineering and Technology- Avalahalli, Bengaluru | Computer Science & Engineering","E046-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94289","2025"
"3493","Cutoff Rank","East West Institute of Technology-BEL Layout, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E048-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94434","2025"
"3494","Cutoff Rank","East West Institute of Technology-BEL Layout, Bengaluru | Computer Science & Engineering","E048-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89319","2025"
"3495","Cutoff Rank","East West Institute of Technology-BEL Layout, Bengaluru | Computer Science & Engineering","E048-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91622","2025"
"3496","Cutoff Rank","Garden City University-Old Madras Road, Bengaluru | Computer Science","E049-COS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 78524","2025"
"3497","Cutoff Rank","Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E050-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 87157","2025"
"3498","Cutoff Rank","Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru | Computer Science & Engineering","E050-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98020","2025"
"3499","Cutoff Rank","Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru | Computer Science & Engineering","E050-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86885","2025"
"3500","Cutoff Rank","GM Institute of Technology-P B Road, Davangere | Computer Science & Engineering","E051-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 99703","2025"
"3501","Cutoff Rank","Gopalan College of Engineering And Management- Whitefield, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E053-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98592","2025"
"3502","Cutoff Rank","Gopalan College of Engineering And Management- Whitefield, Bengaluru | Computer Science & Engineering","E053-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 75233","2025"
"3503","Cutoff Rank","GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E055-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 66182","2025"
"3504","Cutoff Rank","GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru | Computer Science & Engineering","E055-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 35762","2025"
"3505","Cutoff Rank","GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru | Computer Science & Engineering","E055-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 76492","2025"
"3506","Cutoff Rank","H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi | Computer Science & Engineering","E056-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 81708","2025"
"3507","Cutoff Rank","H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi | Computer Science & Engineering","E056-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 90766","2025"
"3508","Cutoff Rank","Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University- Manasagangothri, Mysuru | Computer Science & Engineering","E058-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 5158","2025"
"3509","Cutoff Rank","Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University- Manasagangothri, Mysuru | Computer Science & Engineering","E058-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 12883","2025"
